,name,category,rating,price,currency,description
58,"Glengoyne 40 year old, 45.9%",Single Malt Scotch,94,"5,730",$,"Aged in sherry butts, which is a departure from some of the older Glengoyne vintage samples I have which show more bourbon barrel characteristics. It is a very fruity, spicy, textural dram, with spiced apple, red raspberry, strawberry, plum, golden raisin, fried plantain, and creme brulee. Good grip on the finish, with grape stems and warming spice (cinnamon, cracked peppercorn, and clove). I love the balance on this whisky. It has aged very gracefully. (Limited to 250 bottles worldwide.)"
59,"Compass Box The Peat Monster, 46%",Blended Malt Scotch Whisky,94,65.00,$,"The formula for this whisky has changed slightly since its inception -- and I think for the better. They've added some Laphroaig into the mix of Caol Ila and Ardmore. This whisky demonstrates the layered complexity that can be achieved by marrying whisky from different distilleries and different regions. I particularly enjoy the rich maltiness and oily texture that provide firm bedding and flavor contrast to the classic Islay notes: tar, boat docks, brine, smoked olive, seaweed, and kiln ash. More subtle cracked peppercorn, mustard seed, and citrus fruit add complexity. Long, warming finish. Amazing how a small change in composition can significantly benefit the overall flavor profile of a whisky."
60,"Laphroaig Triple Wood, 48%",Single Malt Scotch,94,100,$,"This is the first time I’ve been up for reviews here so I had a game plan: play it cool, mark tightly, let everyone know I’m hard to please. Then they gave me this, the whisky equivalent to front row tickets to Neil Young on his current Twisted Road tour: not just a chance to get up close and personal with an old favorite, but to do so with an old favorite who’s on fire. Laphroaig’s owners are intent on ensuring a big peaty engine for any new release, but this is a monster by anyone’s standards. It’s essentially Quarter Cask finished in oloroso sherry casks, so in addition to the intense charcoal smoke attack there are rich fruity notes; blackcurrant and berries. It’s an evening barbecue whisky. Grill that fish until it’s blackened and crispy, drizzle on lemon, and as the smoke rears up in protest, sip this. Big, moody, broody, fruity, and rich: what’s not to love? (Travel Retail and some European specialist retailers)"
61,"Highland Park 1970 vintage, 48%",Single Malt Scotch,94,"3,500",$,"This limited edition bottling consists of a marriage of both European and American oak. Still lively for its age, and beautifully balanced. Bountiful golden fruit (sultana, pineapple upside down cake, tangerine, overripe nectarine) balanced by soothing, creamy vanilla. A peppering of dried spice, chamomile tea, toasted oak, cigar box, and subtle smoke round out the palate. Soft and seductive. (Not available in the U.S.) £2,250"
62,"GlenDronach Grandeur 31 year old, 45.8%",Single Malt Scotch,94,700,$,"The new ultra-mature release, following its 33 year old predecessor (bottled by previous owners). It’s nice to see the higher ABV, given that the 33 year old was only 40%. Very soothing. Quite deep on the nose and viscous (almost sappy) on the palate, with gobs of juicy oak and old oak (its age is obvious but not imposing), dark raisin, black raspberry, orange marmalade, roasted nuts, and freshly roasted coffee beans. All of this is peppered with cinnamon, ginger, and charcoal. Polished leather on the finish. I like that it’s sherried, and the sherry is kept in balance. Those of you who liked the 33 year old will also enjoy this one (assuming you can afford it)."
63,"Lagavulin 12 year old (Diageo Special Releases 2010), 56.5%",Single Malt Scotch,94,109,$,"There’s precious little reticence about this beast, which leaps out of the glass blowing peat smoke everywhere — then comes raffia, Lapsang Souchong tea, seashore, wet rocks, Elastoplast, talcum powder, bog myrtle (laurel), vetiver, and the aromas of a just-expunged peat bonfire with apples baking on it. Huge and complex, in other words. The palate starts with a fug of smoke being belched at you (non-peat freaks look away, now) then distinct saltiness enlivens the tongue before everything plunges down; intense sweetness takes charge for a moment before it shifts into charred creosoted timbers. This begs for some water, and when it’s added, out comes sandalwood and peat smoke and tar and an orris root-like character — it’s not often I get gin-like notes on Lagavulin, but it’s here — which rolls over you as you roll over and succumb to its power. After this year’s sublime distillery-only bottling, it’s clear that Lagavulin is in a real purple patch. Superb."
64,"Aberfeldy 14 year old Single Cask, 58.1%",Single Malt Scotch,94,181,$,"Single cask Aberfeldy bottlings are very few and far between, and this is a stunner! After hogshead maturation the whisky ultimately underwent a period of finishing in an ex-sherry cask prior to bottling. The nose offers sultanas, raisins, and hot chocolate. Developing vanilla and a hint of over-ripe bananas. Finally, burnt sugar and caramel. Insinuating and syrupy on the palate, with apricots, dried fruits, honey, and sherry. Gently spicy and warming, with licorice in the notably long finish. £115"
65,"Highland Park 18 year old, 43%",Single Malt Scotch,94,112,$,"Introduced to the Highland Park portfolio in 1997. Gentle peat, soft toffee, floral notes, and honey on the beautifully fragrant nose. Superbly balanced on the velvety palate, with brittle toffee, stewed fruits, peat, honey, and a hint of coffee. Smoke and more toffee mingle in the long, elegant finish."
66,"The Balvenie Tun 1401 (Batch #3), 50.3%",Single Malt Scotch,94,250,$,"A combination of three sherry butts and seven bourbon casks. This is a complex, dynamic whisky, loaded with lush, layered ripe fruit (red berries, tropical fruit, honeyed apricot, raisin), toffee, oak resin, polished leather, and well-defined spice notes (cinnamon, vanilla, nutmeg, clove). Long, warming finish. (Exclusive to the U.S.)"
67,"Blue Hanger 6th Release Berry Bros. & Rudd, 45.6%",Blended Malt Scotch Whisky,94,84.00,$,"If you want proof that blended malts can be world class, you'll find it in any bottle of Blue Hanger. Lovingly created by Berry Bros. whisky maker Doug McIvor, every release has been exceptional. Even by the series’ own high standards, this sixth release surpasses itself. The nose is fresh, clean, and citrusy, with wafts of sherry. But there are smoky hints, too. And it's that peaty, earthy note on the palate that gives this release a new dimension, enriching the fruity Speyside sweetness at the whisky's core. The age and quality of the malt asserts itself throughout. This really is stunning stuff. £68"
68,"Brora 35 year old Special Release 2012, 48.1%",Single Malt Scotch,94,645.00,$,"Previous Broras in the Diageo Special Release series have set the bar remarkably high, and this, the eleventh such bottling, does not disappoint. The component whiskies were distilled during 1976 and 1977 and matured in refill American oak casks. The nose offers lemon and contrasting vanilla and honeycomb aromas. Musty malt and coal in the background. The citrus and honey themes continue into the slightly earthy, peppery palate, while French mustard and coal figure in the drying finish. 1,566 bottles."
69,"Johnnie Walker The Casks Edition, 55.8%",Blended Scotch Whisky,94,300.00,$,"You don't mess with the Johnnie Walker brand name casually, so we expect greatness, and boy, do we get it here. This has a dusty, smoky nose with dried apricot and grape, and the whisky is gossamer-soft on the palate, with sweet pear and honey evolving on top of an oaky rich heart before a tidal wave of pepper and peat, and a delightful spice smoke and oak conclusion. Magnificent. "
70,"Brora 40 year old Single Cask 1972 Vintage, 59.1%",Single Malt Scotch,94,11824,$,"Just 160 bottles of 1972 Brora are available through UK World of Whiskies and World Duty Free Group stores. The oldest bottling of Brora to date was distilled using heavily-peated malt. A big hit of oily peat on the early nose, with malt, dried fruit, and black pepper. Mildly medicinal. The palate yields bonfire ash, licorice, honey, more pepper, and well-integrated oak. The finish is long, with peat smoke, plain chocolate, and tannins lingering in harmony. Complex and rewarding. £7,000"
71,"The John Walker, 40%",Blended Scotch Whisky,94,3500,$,"The pinnacle of the current Johnnie Walker range, this is a rare, inimitable blend of just nine whiskies. It exudes the aromas of ripe bananitos, whole mango, satsuma, vanilla seeds, barley awns, butter biscuits, and crystallized pineapple. The supple grain sustains indulgent, characterful malts creating a weighty, smooth mouthfeel. I’m smitten by the vanilla creaminess, burgeoning deep fruit layers, how it swells with a satisfying snuffbox smokiness. A beautifully styled blend delivering a captivating, sensuous experience. (330 bottles only)"
72,"Glenfarclas Family Casks 1987 (Cask #3829), 48%",Single Malt Scotch,94,387,$,"This is the bomb. Savory and lightly meaty, but sweetened by plum sauce; there’s even some strawberry around the fringes. You could see how with another 30 years this would end up like the ’54. Elegant yet powerful, there’s sandalwood incense, marmalade, even a little dried mango. The distillery’s density is balanced by this fruit. Lush with supple tannins and at its best neat. From a refill butt, this is an exemplary sherried malt. £230"
73,"Brora 1978 35 year old (Diageo Special Release 2014), 48.6%",Single Malt Scotch,94,1250,$,"This is the 13th annual release of Brora, which has been aged in refill American oak and refill European oak casks. Hessian and hemp on the early nose, with a whiff of ozone, discreet peat, and old tar. Fragrant and fruity notes develop, with ripe apples, and a hint of honey. The palate is waxy, sweet, and spicy, with heather and ginger. Mildly medicinal and smoky. Dries steadily in the finish to aniseed, black pepper, dark chocolate, and fruity tannins. (2,964 bottles)"
74,"Scotch Malt Whisky Society Hunting Hound on Holiday 4.180 24 year old 1989, 51.3%",Single Malt Scotch,94,225,$,"From the nose you can tell this is a special whisky, with old, dark, lacquered wood, dusty cigar box, and sea salt combined with dark sweet cherry and a hint of rancio. On the palate it gets even better, with lush, dark cherry perfectly balanced and integrated with oak spice, salt, and peat smoke. There’s clear rancio in the center of it all that's utterly delicious. This stunner finishes with a long, slightly spicy, and entirely lovely finish. (Park Avenue Liquor only)"
